admin_area_1,admin_area_2,count,facility_id,indicator_common_id,indicator_id,indicator_label,month,period_id,year
Bangladesh,Chattogram Division,47,BaUYC5dzWqu,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Chattogram Division,33,BaUYC5dzWqu,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Chattogram Division,42,BaUYC5dzWqu,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Chattogram Division,48,BaUYC5dzWqu,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Chattogram Division,33,BaUYC5dzWqu,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Chattogram Division,4618,BaUYC5dzWqu,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Chattogram Division,4820,BaUYC5dzWqu,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Chattogram Division,6501,BaUYC5dzWqu,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Chattogram Division,365,BaUYC5dzWqu,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Chattogram Division,332,BaUYC5dzWqu,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Chattogram Division,332,BaUYC5dzWqu,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Chattogram Division,347,Bc0ywQj9KCG,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Chattogram Division,290,Bc0ywQj9KCG,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Chattogram Division,313,Bc0ywQj9KCG,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Chattogram Division,349,Bc0ywQj9KCG,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Chattogram Division,303,Bc0ywQj9KCG,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Chattogram Division,86,Bc0ywQj9KCG,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Rajshahi Division,427,BgiZD3eUp2O,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Rajshahi Division,520,BgiZD3eUp2O,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Rajshahi Division,454,BgiZD3eUp2O,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Rajshahi Division,146,BgiZD3eUp2O,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,111,BgiZD3eUp2O,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,153,BgiZD3eUp2O,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,7,BgiZD3eUp2O,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Rajshahi Division,23,BgiZD3eUp2O,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Rajshahi Division,47,BgiZD3eUp2O,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Rajshahi Division,41,BgiZD3eUp2O,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Rajshahi Division,32,BgiZD3eUp2O,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Rajshahi Division,56,BgiZD3eUp2O,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Rajshahi Division,48,BgiZD3eUp2O,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,36,BgiZD3eUp2O,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,64,BgiZD3eUp2O,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,7662,BgiZD3eUp2O,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Rajshahi Division,5959,BgiZD3eUp2O,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Rajshahi Division,7323,BgiZD3eUp2O,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Rajshahi Division,478,BgiZD3eUp2O,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Rajshahi Division,477,BgiZD3eUp2O,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Rajshahi Division,404,BgiZD3eUp2O,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Chattogram Division,1220,BiD42dNFdGC,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Chattogram Division,864,BiD42dNFdGC,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Chattogram Division,1141,BiD42dNFdGC,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Chattogram Division,220,BiD42dNFdGC,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Chattogram Division,180,BiD42dNFdGC,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Chattogram Division,110,BiD42dNFdGC,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Chattogram Division,68,BiD42dNFdGC,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Chattogram Division,35,BiD42dNFdGC,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Chattogram Division,66,BiD42dNFdGC,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Chattogram Division,44,BiD42dNFdGC,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Chattogram Division,48,BiD42dNFdGC,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Chattogram Division,57,BiD42dNFdGC,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Chattogram Division,46,BiD42dNFdGC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Chattogram Division,59,BiD42dNFdGC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Chattogram Division,59,BiD42dNFdGC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Chattogram Division,7425,BiD42dNFdGC,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Chattogram Division,6322,BiD42dNFdGC,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Chattogram Division,8780,BiD42dNFdGC,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Chattogram Division,1208,BiD42dNFdGC,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Chattogram Division,884,BiD42dNFdGC,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Chattogram Division,1027,BiD42dNFdGC,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Chattogram Division,462,BjccCT6Yr93,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Chattogram Division,351,BjccCT6Yr93,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Chattogram Division,467,BjccCT6Yr93,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Chattogram Division,128,BjccCT6Yr93,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Chattogram Division,123,BjccCT6Yr93,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Chattogram Division,180,BjccCT6Yr93,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Chattogram Division,86,BjccCT6Yr93,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Chattogram Division,68,BjccCT6Yr93,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Chattogram Division,82,BjccCT6Yr93,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Chattogram Division,92,BjccCT6Yr93,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Chattogram Division,74,BjccCT6Yr93,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Chattogram Division,94,BjccCT6Yr93,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,225,BnLsCxZaYhn,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,123,BnLsCxZaYhn,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,89,BnLsCxZaYhn,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,198,BnLsCxZaYhn,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Rajshahi Division,115,BnLsCxZaYhn,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Rajshahi Division,60,BnLsCxZaYhn,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Rajshahi Division,29,BnLsCxZaYhn,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Rajshahi Division,23,BnLsCxZaYhn,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Rajshahi Division,60,BnLsCxZaYhn,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Rajshahi Division,18,BnLsCxZaYhn,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,24,BnLsCxZaYhn,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,23,BnLsCxZaYhn,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Rangpur Division,64,BnTgBwP1o7z,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Rangpur Division,44,BnTgBwP1o7z,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Rangpur Division,66,BnTgBwP1o7z,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Rangpur Division,25,BnTgBwP1o7z,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Rangpur Division,78,BnTgBwP1o7z,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Rangpur Division,67,BnTgBwP1o7z,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Chattogram Division,796,BqXrp84qxgC,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Chattogram Division,613,BqXrp84qxgC,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Chattogram Division,594,BqXrp84qxgC,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Chattogram Division,285,BqXrp84qxgC,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Chattogram Division,271,BqXrp84qxgC,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Chattogram Division,280,BqXrp84qxgC,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Chattogram Division,100,BqXrp84qxgC,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Chattogram Division,82,BqXrp84qxgC,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Chattogram Division,115,BqXrp84qxgC,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Chattogram Division,104,BqXrp84qxgC,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Chattogram Division,108,BqXrp84qxgC,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Chattogram Division,119,BqXrp84qxgC,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Chattogram Division,109,BqXrp84qxgC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Chattogram Division,110,BqXrp84qxgC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Chattogram Division,121,BqXrp84qxgC,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Chattogram Division,7527,BqXrp84qxgC,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Chattogram Division,6965,BqXrp84qxgC,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Chattogram Division,11726,BqXrp84qxgC,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Chattogram Division,796,BqXrp84qxgC,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Chattogram Division,613,BqXrp84qxgC,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Chattogram Division,594,BqXrp84qxgC,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Rajshahi Division,480,BuAYGDS2hj2,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,455,BuAYGDS2hj2,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,530,BuAYGDS2hj2,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,400,BuAYGDS2hj2,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Rajshahi Division,323,BuAYGDS2hj2,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Rajshahi Division,343,BuAYGDS2hj2,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Rajshahi Division,82,BuAYGDS2hj2,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Rajshahi Division,52,BuAYGDS2hj2,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Rajshahi Division,63,BuAYGDS2hj2,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Rajshahi Division,92,BuAYGDS2hj2,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Rajshahi Division,61,BuAYGDS2hj2,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Rajshahi Division,86,BuAYGDS2hj2,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Rajshahi Division,26973,BuAYGDS2hj2,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Rajshahi Division,22744,BuAYGDS2hj2,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Rajshahi Division,31086,BuAYGDS2hj2,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Rangpur Division,531,ByvQRxBeswv,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Rangpur Division,493,ByvQRxBeswv,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Rangpur Division,472,ByvQRxBeswv,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Rangpur Division,110,ByvQRxBeswv,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Rangpur Division,87,ByvQRxBeswv,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Rangpur Division,87,ByvQRxBeswv,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Rangpur Division,16,ByvQRxBeswv,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Rangpur Division,11,ByvQRxBeswv,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Rangpur Division,24,ByvQRxBeswv,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Rangpur Division,14,ByvQRxBeswv,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Rangpur Division,24,ByvQRxBeswv,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Rangpur Division,25,ByvQRxBeswv,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Rangpur Division,14,ByvQRxBeswv,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Rangpur Division,25,ByvQRxBeswv,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Rangpur Division,25,ByvQRxBeswv,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Rangpur Division,5891,ByvQRxBeswv,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Rangpur Division,5143,ByvQRxBeswv,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Rangpur Division,6774,ByvQRxBeswv,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Rangpur Division,486,ByvQRxBeswv,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Rangpur Division,491,ByvQRxBeswv,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Rangpur Division,459,ByvQRxBeswv,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Barishal Division,1538,C1qCZaahl6y,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Barishal Division,1259,C1qCZaahl6y,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Barishal Division,1385,C1qCZaahl6y,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Barishal Division,161,C1qCZaahl6y,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Barishal Division,146,C1qCZaahl6y,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Barishal Division,148,C1qCZaahl6y,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Barishal Division,126,C1qCZaahl6y,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Barishal Division,115,C1qCZaahl6y,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Barishal Division,142,C1qCZaahl6y,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Barishal Division,111,C1qCZaahl6y,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Barishal Division,104,C1qCZaahl6y,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Barishal Division,130,C1qCZaahl6y,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Barishal Division,149,C1qCZaahl6y,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Barishal Division,132,C1qCZaahl6y,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Barishal Division,157,C1qCZaahl6y,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Barishal Division,9462,C1qCZaahl6y,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Barishal Division,8297,C1qCZaahl6y,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Barishal Division,10458,C1qCZaahl6y,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Barishal Division,1395,C1qCZaahl6y,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Barishal Division,1421,C1qCZaahl6y,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Barishal Division,1385,C1qCZaahl6y,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Khulna Division,158,C3X3reKsaI4,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Khulna Division,403,C3X3reKsaI4,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Khulna Division,332,C3X3reKsaI4,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Khulna Division,95,C3X3reKsaI4,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Khulna Division,76,C3X3reKsaI4,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Khulna Division,86,C3X3reKsaI4,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Khulna Division,22,C3X3reKsaI4,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Khulna Division,20,C3X3reKsaI4,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Khulna Division,33,C3X3reKsaI4,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Khulna Division,31,C3X3reKsaI4,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Khulna Division,26,C3X3reKsaI4,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Khulna Division,30,C3X3reKsaI4,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Khulna Division,44,C3X3reKsaI4,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Khulna Division,32,C3X3reKsaI4,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Khulna Division,31,C3X3reKsaI4,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Khulna Division,5872,C3X3reKsaI4,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Khulna Division,5028,C3X3reKsaI4,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Khulna Division,7780,C3X3reKsaI4,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Khulna Division,269,C3X3reKsaI4,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Khulna Division,467,C3X3reKsaI4,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
Bangladesh,Khulna Division,342,C3X3reKsaI4,penta1,Penta 1 given (0-11m),Penta vaccine 1,07,202307,2023
Bangladesh,Khulna Division,239,C8k3g4lv2AF,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Khulna Division,125,C8k3g4lv2AF,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Khulna Division,198,C8k3g4lv2AF,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Khulna Division,140,C8k3g4lv2AF,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Khulna Division,70,C8k3g4lv2AF,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Khulna Division,94,C8k3g4lv2AF,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Khulna Division,194,C8k3g4lv2AF,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Khulna Division,194,C8k3g4lv2AF,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Khulna Division,257,C8k3g4lv2AF,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Khulna Division,380,C8k3g4lv2AF,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Khulna Division,195,C8k3g4lv2AF,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Khulna Division,532,C8k3g4lv2AF,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Khulna Division,39668,C8k3g4lv2AF,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Khulna Division,33263,C8k3g4lv2AF,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Khulna Division,43918,C8k3g4lv2AF,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Chattogram Division,735,C9Dw0lKOS9U,bcg,BCG given (0-11m),BCG vaccine,05,202305,2023
Bangladesh,Chattogram Division,645,C9Dw0lKOS9U,bcg,BCG given (0-11m),BCG vaccine,06,202306,2023
Bangladesh,Chattogram Division,673,C9Dw0lKOS9U,bcg,BCG given (0-11m),BCG vaccine,07,202307,2023
Bangladesh,Chattogram Division,216,C9Dw0lKOS9U,anc1,No.  of mother received  ANC 1,Antenatal care 1,05,202305,2023
Bangladesh,Chattogram Division,199,C9Dw0lKOS9U,anc1,No.  of mother received  ANC 1,Antenatal care 1,06,202306,2023
Bangladesh,Chattogram Division,218,C9Dw0lKOS9U,anc1,No.  of mother received  ANC 1,Antenatal care 1,07,202307,2023
Bangladesh,Chattogram Division,91,C9Dw0lKOS9U,anc4,No.  of mother received  ANC 4,Antenatal care 4,05,202305,2023
Bangladesh,Chattogram Division,75,C9Dw0lKOS9U,anc4,No.  of mother received  ANC 4,Antenatal care 4,06,202306,2023
Bangladesh,Chattogram Division,153,C9Dw0lKOS9U,anc4,No.  of mother received  ANC 4,Antenatal care 4,07,202307,2023
Bangladesh,Chattogram Division,21,C9Dw0lKOS9U,delivery,No. of Normal Deliveries,Institutional delivery,05,202305,2023
Bangladesh,Chattogram Division,15,C9Dw0lKOS9U,delivery,No. of Normal Deliveries,Institutional delivery,06,202306,2023
Bangladesh,Chattogram Division,15,C9Dw0lKOS9U,delivery,No. of Normal Deliveries,Institutional delivery,07,202307,2023
Bangladesh,Chattogram Division,37,C9Dw0lKOS9U,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,05,202305,2023
Bangladesh,Chattogram Division,25,C9Dw0lKOS9U,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,06,202306,2023
Bangladesh,Chattogram Division,32,C9Dw0lKOS9U,pnc1,No. of mother received PNC 1 services at facility,Postnatal care 1,07,202307,2023
Bangladesh,Chattogram Division,11144,C9Dw0lKOS9U,opd,Outdoor Patients,Outpatient visit,05,202305,2023
Bangladesh,Chattogram Division,10245,C9Dw0lKOS9U,opd,Outdoor Patients,Outpatient visit,06,202306,2023
Bangladesh,Chattogram Division,13139,C9Dw0lKOS9U,opd,Outdoor Patients,Outpatient visit,07,202307,2023
Bangladesh,Chattogram Division,695,C9Dw0lKOS9U,penta1,Penta 1 given (0-11m),Penta vaccine 1,05,202305,2023
Bangladesh,Chattogram Division,727,C9Dw0lKOS9U,penta1,Penta 1 given (0-11m),Penta vaccine 1,06,202306,2023
